                    1                    5                    5  -1.00000000000000000000000000000000000      
                    2                    6                    6  -1.00000000000000000000000000000000000      
                    3                    7                    7  -1.00000000000000000000000000000000000      
                    4                    8                    8  -1.00000000000000000000000000000000000      
                    5                    9                    9  -1.00000000000000000000000000000000000      
                    6                   10                   10  -1.00000000000000000000000000000000000      
                    7                   11                   11  -1.00000000000000000000000000000000000      
                    8                   12                   12  -1.00000000000000000000000000000000000      
                    9                   13                   13  -1.00000000000000000000000000000000000      
                   10                   14                   14  -1.00000000000000000000000000000000000      
                   11                   15                   15  -1.00000000000000000000000000000000000      
                   12                   16                   16  -1.00000000000000000000000000000000000      
                   13                   17                   17  -1.00000000000000000000000000000000000      
                   14                   18                   18  -1.00000000000000000000000000000000000      
                   15                   19                   19  -1.00000000000000000000000000000000000      
                   16                   20                   20  -1.00000000000000000000000000000000000      
                   17                   21                   21  -1.00000000000000000000000000000000000      
                   18                   22                   22  -1.00000000000000000000000000000000000      
                   19                   23                   23  -1.00000000000000000000000000000000000      
                   20                   24                   24  -1.00000000000000000000000000000000000      
                   21                   25                   25  -1.00000000000000000000000000000000000      
                   22                   26                   26  -1.00000000000000000000000000000000000      
                   23                   27                   27  -1.00000000000000000000000000000000000      
                   24                   28                   28  -1.00000000000000000000000000000000000      
                   25                   29                   29  -1.00000000000000000000000000000000000      
                   26                   30                   30  -1.00000000000000000000000000000000000      
                   27                   31                   31  -1.00000000000000000000000000000000000      
                   28                   32                   32  -1.00000000000000000000000000000000000      
                   29                   33                   33  -1.00000000000000000000000000000000000      
                   30                   34                   34  -1.00000000000000000000000000000000000      
                   31                   35                   35  -1.00000000000000000000000000000000000      
                   32                   36                   36  -1.00000000000000000000000000000000000      
                   33                   37                   37  -1.00000000000000000000000000000000000      
                   34                   38                   38  -1.00000000000000000000000000000000000      
                   35                   39                   39  -1.00000000000000000000000000000000000      
                   36                   40                   40  -1.00000000000000000000000000000000000      
                   41                   45                   45  -1.00000000000000000000000000000000000      
                   42                   46                   46  -1.00000000000000000000000000000000000      
                   43                   47                   47  -1.00000000000000000000000000000000000      
                   44                   48                   48  -1.00000000000000000000000000000000000      
                   45                   49                   49  -1.00000000000000000000000000000000000      
                   46                   50                   50  -1.00000000000000000000000000000000000      
                   47                   51                   51  -1.00000000000000000000000000000000000      
                   48                   52                   52  -1.00000000000000000000000000000000000      
                   49                   53                   53  -1.00000000000000000000000000000000000      
                   50                   54                   54  -1.00000000000000000000000000000000000      
                   51                   55                   55  -1.00000000000000000000000000000000000      
                   52                   56                   56  -1.00000000000000000000000000000000000      
                   53                   57                   57  -1.00000000000000000000000000000000000      
                   54                   58                   58  -1.00000000000000000000000000000000000      
                   55                   59                   59  -1.00000000000000000000000000000000000      
                   56                   60                   60  -1.00000000000000000000000000000000000      
                   57                   61                   61  -1.00000000000000000000000000000000000      
                   58                   62                   62  -1.00000000000000000000000000000000000      
                   59                   63                   63  -1.00000000000000000000000000000000000      
                   60                   64                   64  -1.00000000000000000000000000000000000      
                   61                   65                   65  -1.00000000000000000000000000000000000      
                   62                   66                   66  -1.00000000000000000000000000000000000      
                   63                   67                   67  -1.00000000000000000000000000000000000      
                   64                   68                   68  -1.00000000000000000000000000000000000      
                   65                   69                   69  -1.00000000000000000000000000000000000      
                   66                   70                   70  -1.00000000000000000000000000000000000      
                   67                   71                   71  -1.00000000000000000000000000000000000      
                   68                   72                   72  -1.00000000000000000000000000000000000      
                   69                   73                   73  -1.00000000000000000000000000000000000      
                   70                   74                   74  -1.00000000000000000000000000000000000      
                   71                   75                   75  -1.00000000000000000000000000000000000      
                   72                   76                   76  -1.00000000000000000000000000000000000      
                   73                   77                   77  -1.00000000000000000000000000000000000      
                   74                   78                   78  -1.00000000000000000000000000000000000      
                   75                   79                   79  -1.00000000000000000000000000000000000      
                   76                   80                   80  -1.00000000000000000000000000000000000      
                   37                    1                    1  -1.00000000000000000000000000000000000      
                   38                    2                    2  -1.00000000000000000000000000000000000      
                   39                    3                    3  -1.00000000000000000000000000000000000      
                   40                    4                    4  -1.00000000000000000000000000000000000      
                   77                   41                   41  -1.00000000000000000000000000000000000      
                   78                   42                   42  -1.00000000000000000000000000000000000      
                   79                   43                   43  -1.00000000000000000000000000000000000      
                   80                   44                   44  -1.00000000000000000000000000000000000      
