  1    -0.00014     0.17963     0.12681     0.21988
  2     0.00065     0.16538     0.12651     0.20822
  3     0.00065     0.16538     0.12651     0.20822
  4     0.00065     0.16538     0.12651     0.20822
  5     0.00065     0.16538     0.12651     0.20822
  6     0.00065     0.16538    -0.12752     0.20884
  7     0.00065     0.16538    -0.12752     0.20884
  8     0.00065     0.16538    -0.12752     0.20884
  9     0.00065     0.16538    -0.12752     0.20884
 10     0.00064     0.16538    -0.12752     0.20884
 11     0.01432     0.18035     0.10636     0.20986
 12     0.01490     0.16674     0.10636     0.19834
 13     0.01490     0.16674     0.10636     0.19834
 14     0.01490     0.16674     0.10636     0.19834
 15     0.01490     0.16674     0.10636     0.19834
 16     0.01490     0.16674    -0.14768     0.22323
 17     0.01490     0.16674    -0.14768     0.22323
 18     0.01490     0.16674    -0.14768     0.22323
 19     0.01490     0.16674    -0.14768     0.22323
 20     0.01489     0.16674    -0.14768     0.22323
 21     0.00007     0.16538     0.12610     0.20797
 22     0.00086     0.17963     0.12580     0.21930
 23     0.00086     0.17963     0.12580     0.21930
 24     0.00086     0.17963     0.12580     0.21930
 25     0.00086     0.17963     0.12580     0.21930
 26     0.00086     0.17963    -0.12824     0.22071
 27     0.00086     0.17963    -0.12824     0.22071
 28     0.00086     0.17963    -0.12824     0.22071
 29     0.00086     0.17963    -0.12824     0.22071
 30     0.00086     0.17963    -0.12824     0.22071
 31    -0.01396     0.16610     0.14595     0.22155
 32    -0.01339     0.18099     0.14595     0.23289
 33    -0.01339     0.18099     0.14595     0.23289
 34    -0.01339     0.18099     0.14595     0.23289
 35    -0.01339     0.18099     0.14595     0.23289
 36    -0.01339     0.18099    -0.10808     0.21123
 37    -0.01339     0.18099    -0.10808     0.21123
 38    -0.01339     0.18099    -0.10808     0.21123
 39    -0.01339     0.18099    -0.10808     0.21123
 40    -0.01339     0.18099    -0.10808     0.21123
 41     0.00007     0.19388     0.12610     0.23128
 42     0.00086     0.17963     0.12580     0.21930
 43     0.00086     0.17963     0.12580     0.21930
 44     0.00086     0.17963     0.12580     0.21930
 45     0.00086     0.17963     0.12580     0.21930
 46     0.00086     0.17963    -0.12824     0.22071
 47     0.00086     0.17963    -0.12824     0.22071
 48     0.00086     0.17963    -0.12824     0.22071
 49     0.00086     0.17963    -0.12824     0.22071
 50     0.00086     0.17963    -0.12824     0.22071
 51     0.01454     0.19460     0.10565     0.22190
 52     0.01511     0.18099     0.10565     0.21011
 53     0.01511     0.18099     0.10565     0.21011
 54     0.01511     0.18099     0.10565     0.21011
 55     0.01511     0.18099     0.10565     0.21011
 56     0.01511     0.18099    -0.14839     0.23453
 57     0.01511     0.18099    -0.14839     0.23453
 58     0.01511     0.18099    -0.14839     0.23453
 59     0.01511     0.18099    -0.14839     0.23453
 60     0.01511     0.18099    -0.14839     0.23453
 61    -0.00014     0.15113     0.12681     0.19729
 62     0.00065     0.16538     0.12651     0.20822
 63     0.00065     0.16538     0.12651     0.20822
 64     0.00065     0.16538     0.12651     0.20822
 65     0.00065     0.16538     0.12651     0.20822
 66     0.00065     0.16538    -0.12752     0.20884
 67     0.00065     0.16538    -0.12752     0.20884
 68     0.00065     0.16538    -0.12752     0.20884
 69     0.00065     0.16538    -0.12752     0.20884
 70     0.00064     0.16538    -0.12752     0.20884
 71    -0.01418     0.15185     0.14666     0.21158
 72    -0.01360     0.16674     0.14666     0.22248
 73    -0.01360     0.16674     0.14666     0.22248
 74    -0.01360     0.16674     0.14666     0.22248
 75    -0.01360     0.16674     0.14666     0.22248
 76    -0.01360     0.16674    -0.10737     0.19879
 77    -0.01361     0.16674    -0.10737     0.19879
 78    -0.01360     0.16674    -0.10737     0.19879
 79    -0.01360     0.16674    -0.10737     0.19879
 80    -0.01361     0.16674    -0.10737     0.19879
 81     0.01490     0.19524     0.10636     0.22283
 82     0.01490     0.19524     0.10636     0.22283
 83     0.01490     0.19524     0.10636     0.22283
 84     0.01490     0.19524     0.10636     0.22283
 85     0.01490     0.19524     0.10636     0.22283
 86     0.01490     0.19524    -0.14768     0.24526
 87     0.01489     0.19524    -0.14768     0.24526
 88     0.01490     0.19524    -0.14768     0.24526
 89     0.01490     0.19524    -0.14768     0.24526
 90     0.01432     0.20885    -0.14768     0.25618
 91     0.00065     0.19388     0.12651     0.23150
 92     0.00065     0.19388     0.12651     0.23150
 93     0.00065     0.19388     0.12651     0.23150
 94     0.00065     0.19388     0.12651     0.23150
 95     0.00065     0.19388     0.12651     0.23150
 96     0.00065     0.19388    -0.12752     0.23206
 97     0.00064     0.19388    -0.12752     0.23206
 98     0.00065     0.19388    -0.12752     0.23206
 99     0.00064     0.19388    -0.12752     0.23206
100    -0.00014     0.20813    -0.12722     0.24393
101    -0.01339     0.18099     0.14595     0.23289
102    -0.01339     0.18099     0.14595     0.23289
103    -0.01339     0.18099     0.14595     0.23289
104    -0.01339     0.18099     0.14595     0.23289
105    -0.01339     0.18099     0.14595     0.23289
106    -0.01339     0.18099    -0.10808     0.21123
107    -0.01339     0.18099    -0.10808     0.21123
108    -0.01339     0.18099    -0.10808     0.21123
109    -0.01339     0.18099    -0.10808     0.21123
110    -0.01396     0.16610    -0.10808     0.19866
111     0.00086     0.17963     0.12580     0.21930
112     0.00086     0.17963     0.12580     0.21930
113     0.00086     0.17963     0.12580     0.21930
114     0.00086     0.17963     0.12580     0.21930
115     0.00086     0.17963     0.12580     0.21930
116     0.00086     0.17963    -0.12824     0.22071
117     0.00086     0.17963    -0.12824     0.22071
118     0.00086     0.17963    -0.12824     0.22071
119     0.00086     0.17963    -0.12824     0.22071
120     0.00007     0.16538    -0.12793     0.20909
121     0.01511     0.18099     0.10565     0.21011
122     0.01511     0.18099     0.10565     0.21011
123     0.01511     0.18099     0.10565     0.21011
124     0.01511     0.18099     0.10565     0.21011
125     0.01511     0.18099     0.10565     0.21011
126     0.01511     0.18099    -0.14839     0.23453
127     0.01511     0.18099    -0.14839     0.23453
128     0.01511     0.18099    -0.14839     0.23453
129     0.01511     0.18099    -0.14839     0.23453
130     0.01454     0.19460    -0.14839     0.24515
131     0.00086     0.17963     0.12580     0.21930
132     0.00086     0.17963     0.12580     0.21930
133     0.00086     0.17963     0.12580     0.21930
134     0.00086     0.17963     0.12580     0.21930
135     0.00086     0.17963     0.12580     0.21930
136     0.00086     0.17963    -0.12824     0.22071
137     0.00086     0.17963    -0.12824     0.22071
138     0.00086     0.17963    -0.12824     0.22071
139     0.00086     0.17963    -0.12824     0.22071
140     0.00007     0.19388    -0.12793     0.23228
141    -0.01360     0.19524     0.14666     0.24457
142    -0.01360     0.19524     0.14666     0.24457
143    -0.01360     0.19524     0.14666     0.24457
144    -0.01360     0.19524     0.14666     0.24457
145    -0.01360     0.19524     0.14666     0.24457
146    -0.01360     0.19524    -0.10737     0.22323
147    -0.01361     0.19524    -0.10737     0.22323
148    -0.01360     0.19524    -0.10737     0.22323
149    -0.01360     0.19524    -0.10737     0.22323
150    -0.01418     0.18035    -0.10737     0.21037
151     0.00065     0.19388     0.12651     0.23150
152     0.00065     0.19388     0.12651     0.23150
153     0.00065     0.19388     0.12651     0.23150
154     0.00065     0.19388     0.12651     0.23150
155     0.00065     0.19388     0.12651     0.23150
156     0.00065     0.19388    -0.12752     0.23206
157     0.00064     0.19388    -0.12752     0.23206
158     0.00065     0.19388    -0.12752     0.23206
159     0.00064     0.19388    -0.12752     0.23206
160    -0.00014     0.17963    -0.12722     0.22012
