    0.00000000   3.00805640   2.12701702  -0.00018460   0.63118577   0.33632681
    5.65685415   3.00805640   2.12701702   0.00160214   0.60575787   0.44496853
   11.31370831   3.00805640   2.12701702   0.00160233   0.60575787   0.44496853
   16.97056198   3.00805640   2.12701702   0.00160082   0.60575787   0.44496853
   22.62741661   3.00805640   2.12701702   0.00160236   0.60575787   0.44496853
   28.28427124   3.00805640   1.87298286   0.00160417   0.60575787  -0.33819630
   33.94112396   3.00805640   1.87298286   0.00160055   0.60575787  -0.44748805
   39.59798050   3.00805640   1.87298286   0.00160632   0.60575787  -0.44748805
   45.25483322   3.00805640   1.87298286   0.00160236   0.60575787  -0.44748805
   50.91168594   3.00805640   1.87298286   0.00146240   0.60575787  -0.44743569
    0.00000000   8.66491032   2.12701702   0.02577819   0.63283016   0.29961110
    5.65685415   8.66491032   2.12701702   0.02714131   0.60867151   0.40885081
   11.31370831   8.66491032   2.12701702   0.02714135   0.60867151   0.40885081
   16.97056198   8.66491032   2.12701702   0.02714015   0.60867151   0.40885081
   22.62741661   8.66491032   2.12701702   0.02714196   0.60867151   0.40885081
   28.28427124   8.66491032   1.87298286   0.02714255   0.60867151  -0.37431402
   33.94112396   8.66491032   1.87298286   0.02713952   0.60867151  -0.48360577
   39.59798050   8.66491032   1.87298286   0.02714524   0.60867151  -0.48360577
   45.25483322   8.66491032   1.87298286   0.02714139   0.60867151  -0.48360577
   50.91168594   8.66491032   1.87298286   0.02703863   0.60856031  -0.48360580
    0.00000000   3.00805640   6.12701702   0.00034913   0.60564655   0.33456326
    5.65685415   3.00805640   6.12701702   0.00213578   0.63129688   0.44320510
   11.31370831   3.00805640   6.12701702   0.00213616   0.63129688   0.44320510
   16.97056198   3.00805640   6.12701702   0.00213466   0.63129688   0.44320510
   22.62741661   3.00805640   6.12701702   0.00213556   0.63129688   0.44320510
   28.28427124   3.00805640   5.87298298   0.00213800   0.63129688  -0.33995956
   33.94112396   3.00805640   5.87298298   0.00213382   0.63129688  -0.44925133
   39.59798050   3.00805640   5.87298298   0.00214080   0.63129688  -0.44925133
   45.25483322   3.00805640   5.87298298   0.00213548   0.63129688  -0.44925133
   50.91168594   3.00805640   5.87298298   0.00199689   0.63129688  -0.44919897
    0.00000000   8.66491032   6.12701702  -0.02476621   0.60729096   0.37008296
    5.65685415   8.66491032   6.12701702  -0.02340339   0.63421052   0.47932270
   11.31370831   8.66491032   6.12701702  -0.02340288   0.63421052   0.47932270
   16.97056198   8.66491032   6.12701702  -0.02340435   0.63421052   0.47932270
   22.62741661   8.66491032   6.12701702  -0.02340404   0.63421052   0.47932270
   28.28427124   8.66491032   5.87298298  -0.02340168   0.63421052  -0.30384196
   33.94112396   8.66491032   5.87298298  -0.02340641   0.63421052  -0.41313372
   39.59798050   8.66491032   5.87298298  -0.02339834   0.63421052  -0.41313372
   45.25483322   8.66491032   5.87298298  -0.02340355   0.63421052  -0.41313372
   50.91168594   8.66491032   5.87298298  -0.02350494   0.63409933  -0.41313375
    0.00000000   3.00805640  10.12701702   0.00034913   0.65672479   0.33456315
    5.65685415   3.00805640  10.12701702   0.00213578   0.63129688   0.44320507
   11.31370831   3.00805640  10.12701702   0.00213616   0.63129688   0.44320507
   16.97056198   3.00805640  10.12701702   0.00213466   0.63129688   0.44320507
   22.62741661   3.00805640  10.12701702   0.00213556   0.63129688   0.44320507
   28.28427124   3.00805640   9.87298298   0.00213800   0.63129688  -0.33995978
   33.94112396   3.00805640   9.87298298   0.00213382   0.63129688  -0.44925160
   39.59798050   3.00805640   9.87298298   0.00214080   0.63129688  -0.44925160
   45.25483322   3.00805640   9.87298298   0.00213548   0.63129688  -0.44925160
   50.91168594   3.00805640   9.87298298   0.00199689   0.63129688  -0.44919925
    0.00000000   8.66491032  10.12701702   0.02631193   0.65836917   0.29784732
    5.65685415   8.66491032  10.12701702   0.02767496   0.63421052   0.40708715
   11.31370831   8.66491032  10.12701702   0.02767518   0.63421052   0.40708715
   16.97056198   8.66491032  10.12701702   0.02767399   0.63421052   0.40708715
   22.62741661   8.66491032  10.12701702   0.02767516   0.63421052   0.40708715
   28.28427124   8.66491032   9.87298298   0.02767638   0.63421052  -0.37607770
   33.94112396   8.66491032   9.87298298   0.02767279   0.63421052  -0.48536952
   39.59798050   8.66491032   9.87298298   0.02767972   0.63421052  -0.48536952
   45.25483322   8.66491032   9.87298298   0.02767451   0.63421052  -0.48536952
   50.91168594   8.66491032   9.87298298   0.02757312   0.63409933  -0.48536956
    0.00000000   3.00805640  14.12701702  -0.00018460   0.58010754   0.33632660
    5.65685415   3.00805640  14.12701702   0.00160214   0.60575787   0.44496850
   11.31370831   3.00805640  14.12701702   0.00160233   0.60575787   0.44496850
   16.97056198   3.00805640  14.12701702   0.00160082   0.60575787   0.44496850
   22.62741661   3.00805640  14.12701702   0.00160236   0.60575787   0.44496850
   28.28427124   3.00805640  13.87298298   0.00160417   0.60575787  -0.33819630
   33.94112396   3.00805640  13.87298298   0.00160055   0.60575787  -0.44748811
   39.59798050   3.00805640  13.87298298   0.00160632   0.60575787  -0.44748811
   45.25483322   3.00805640  13.87298298   0.00160236   0.60575787  -0.44748811
   50.91168594   3.00805640  13.87298298   0.00146240   0.60575787  -0.44743575
    0.00000000   8.66491032  14.12701702  -0.02529994   0.58175195   0.37184631
    5.65685415   8.66491032  14.12701702  -0.02393703   0.60867151   0.48108642
   11.31370831   8.66491032  14.12701702  -0.02393671   0.60867151   0.48108642
   16.97056198   8.66491032  14.12701702  -0.02393820   0.60867151   0.48108642
